"ID","CUSTOMER_GRADE","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","ATT_FLAG","ANIMAL_FLAG","CREDIT_FLAG","RELATED_FLAG","BUYER_FLAG"
20001,12.0618482393568,0,0,0,3,560,30,1980,2030,1600,1360,1490,1638,1536,2022,1749,1004,0,0,0,0,0
20002,14.3628460058074,0,0,0,3,640,21,1860,1740,1830,1860,2030,1615,1561,1680,1937,2299,0,0,0,0,0
20003,15.3453240913965,0,0,1,4,520,23,2010,2020,2140,2300,2160,2041,1795,2097,2426,2449,0,0,0,0,0
20004,10.1760480037382,0,0,1,2,1440,27,3000,2830,2860,2860,2900,1970,1519,2358,2484,2635,0,0,0,1,0
20005,10.9760662955824,0,0,0,6,240,18,1260,1390,1270,1360,1310,1102,1477,1309,1402,860,0,0,0,0,0
20006,10.202868251657,0,0,0,5,280,17,1330,1340,1530,1330,1440,1345,1924,1330,1669,1514,0,0,0,0,0
20007,9.75543057840329,0,0,0,6,240,23,1220,1180,1380,1450,1430,651,1042,2130,1875,1753,0,0,0,0,0
20008,9.39551435569958,0,0,1,5,520,21,2430,2430,2550,2560,2540,2949,2416,2345,2603,2370,0,0,0,0,0
20009,6.85441475112665,0,0,1,4,720,22,2690,3130,3030,2770,2920,3288,2850,2748,3139,2914,0,0,0,0,0
20010,10.3388771488401,0,0,0,5,320,23,1490,1250,1340,1400,1750,1208,1479,1452,988,1313,0,0,0,0,0
20011,8.5186604977061,0,0,0,4,520,22,1870,2040,1740,1540,1390,1689,1520,1465,1019,1300,0,0,0,0,0
20012,7.95052942040187,0,0,0,3,480,13,1330,1150,1310,1340,1290,1479,1811,1384,1375,1628,0,0,0,0,0
20013,13.8268583833327,0,0,0,4,360,16,1470,1410,1320,1520,1420,1262,917,1356,1167,1268,0,0,0,0,0
20014,9.33284308849293,0,0,0,2,640,18,1350,1650,1210,1090,1770,1468,1945,1607,1988,2112,0,0,0,0,0
20015,8.4225205019485,0,0,1,7,360,21,2270,2250,2520,2480,2470,2809,2804,2391,2471,2497,0,0,0,0,0
20016,14.5668578404794,0,0,0,4,320,17,1350,1350,1400,1270,1240,1373,1193,2042,1733,1582,0,0,0,0,0
20017,10.7605711161169,0,0,0,3,600,25,1900,1790,1730,1810,1710,1447,1448,1465,1708,1552,0,0,0,0,0
20018,8.77769935142214,0,0,0,4,360,19,1400,1340,1320,1300,1350,1481,1543,1744,1153,933,0,0,0,0,0
20019,8.41709453467334,0,0,0,4,440,21,1640,1780,1760,1840,1760,1258,1470,989,946,1369,0,0,0,0,0
20020,11.7056655089051,0,0,0,5,280,21,1370,1570,1330,1400,1340,515,756,757,1103,1238,0,0,0,0,0
20021,18.17448665836,0,0,0,7,280,21,1690,1750,1790,1840,1690,1985,1875,1938,1826,1391,0,0,0,0,0
20022,11.0172041232876,0,0,0,3,520,23,2070,1570,1480,2130,1660,1794,2026,1567,1826,1760,0,0,0,0,0
20023,8.99494933748006,0,0,1,4,560,26,2260,2160,2100,2130,2230,1884,2214,2112,2239,2196,0,0,0,1,0
20024,7.82565670621809,0,0,0,2,560,15,1230,1080,1220,1490,1420,1736,1226,1177,1043,1410,0,0,0,0,0
20025,11.1459061958239,0,0,1,3,760,24,2170,2120,2020,2040,2140,2263,2877,2396,2111,1810,0,0,0,0,0
20026,17.133906432391,0,0,1,4,560,25,2260,2090,2000,2010,2090,2880,2388,2788,2197,2239,0,0,0,1,0
20027,10.7725037031141,0,0,1,5,440,23,2320,2180,2050,2070,2190,2320,2249,2142,2250,2611,1,0,0,0,0
20028,9.42888936082894,0,0,0,6,280,19,1600,1670,1470,1420,1390,794,1446,960,1119,1638,0,0,0,0,0
20029,10.9489060082289,0,0,0,3,440,15,1290,1230,1350,1400,1400,1179,1128,1324,1203,1574,0,0,0,0,0
20030,6.42253318657739,0,0,0,2,960,20,1890,1780,1730,1700,1720,1739,1234,1329,1678,1535,0,0,0,0,0
20031,6.95798080895691,0,0,0,7,240,14,1600,1480,1370,1510,1420,1379,1453,1153,1448,1141,0,0,0,0,0
20032,3.51995998730735,0,1,0,4,680,32,2680,2670,2560,2890,2650,3081,2982,3399,3129,2830,0,1,0,1,0
20033,12.106280056085,0,0,0,3,520,18,1310,1330,1430,1380,1470,1765,1632,1385,949,1384,0,0,0,0,0
20034,12.8675842209358,0,0,1,4,680,22,2480,2700,2630,3010,2940,2633,2598,2832,2590,2890,1,0,0,1,0
20035,9.46647685407076,0,0,0,2,1040,30,1950,2210,2040,1930,2000,1213,762,1112,1363,1877,0,0,0,0,0
20036,3.75493953287999,0,0,0,8,200,23,1400,1390,1310,1330,1140,1717,1626,1292,637,696,0,0,0,0,0
20037,9.24094516278132,0,0,1,1,2160,20,2100,2150,2130,2030,2040,2922,2094,2181,1978,2071,1,0,0,0,0
20038,6.73199105452937,0,0,0,6,200,17,1300,1100,1110,1310,1310,2436,1803,1611,1769,1426,0,0,0,0,0
20039,7.80734449312652,0,0,0,7,200,22,1380,1330,1390,1360,1320,1228,1067,813,881,823,0,0,0,0,0
20040,8.9769972208127,0,1,0,2,1720,31,3380,3510,3390,3380,3160,3273,3112,2914,2703,3470,0,0,0,0,0
20041,5.31374609223354,0,0,0,4,320,18,1250,1260,1330,1360,1500,1414,1155,1144,1327,1842,0,0,0,0,0
20042,14.3507172419917,0,0,1,1,1640,16,1660,1610,1670,1800,1840,2350,2200,2268,2392,2259,0,0,0,1,0
20043,14.4079289683757,0,0,0,4,440,22,1710,1580,1660,1800,1750,1931,2042,1850,1666,2155,0,0,0,0,0
20044,9.81292091384528,0,0,0,4,280,15,1100,1340,1280,1440,1560,1992,1026,762,761,1433,0,0,0,0,0
