"ID","CUSTOMER_GRADE","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","ATT_FLAG","ANIMAL_FLAG","CREDIT_FLAG","RELATED_FLAG","BUYER_FLAG"
1,10.0124094674232,0,0,0,8,240,22,2750,2370,1840,2360,1500,1486,1346,1771,1371,1853,0,0,0,0,0
2,10.0808458954895,0,1,0,5,680,29,3450,3290,3310,3130,3220,2549,2615,3104,3428,3576,0,0,0,1,0
3,8.5377013860681,0,0,0,0,0,20,1700,1740,1740,1670,1590,1379,1758,1411,1731,1322,0,0,0,0,0
4,9.75477364842846,0,0,1,4,520,24,2070,2100,2130,2060,2180,2481,1951,2253,2530,2103,1,0,0,1,0
5,10.8057019701751,0,0,0,0,0,19,1770,1880,1960,1870,1770,1701,1650,1772,1902,1631,0,0,0,0,0
6,13.7280869791409,0,1,0,7,480,27,3030,3240,3660,3660,3700,3119,3122,3211,3146,3560,0,0,0,0,0
7,10.2243937805189,0,0,0,4,360,20,1400,1110,1090,1340,1390,1672,2054,1298,917,1182,0,0,0,0,0
8,12.6467603591654,0,0,0,4,240,24,880,320,0,1120,1760,2035,2131,1665,1635,1404,0,0,0,0,0
9,13.5806424224792,0,0,0,6,240,21,1400,1420,1470,1560,1630,1257,1805,1629,2380,2151,0,0,0,0,0
10,11.1649783977487,0,0,1,2,1280,30,2140,2300,2220,2360,2530,2054,1934,2142,2053,2236,0,0,0,0,1
11,6.31820327434284,0,0,0,3,480,13,1250,1430,1410,1470,1320,1503,1320,1443,1213,1473,0,0,0,0,1
12,6.22250960430698,0,0,0,3,560,28,1730,1680,1780,1820,1760,1816,2049,1994,1642,1760,0,0,0,0,0
13,7.43426537273399,0,0,1,7,320,20,2190,2220,2220,2230,2370,2469,2101,2254,2504,3011,0,0,0,1,0
14,8.05509453404204,0,0,0,6,320,26,1830,1740,1810,1850,1900,1724,1784,1828,1919,1759,0,0,0,0,0
15,13.2111828242081,0,0,1,8,360,23,2680,2500,2580,2550,2540,2651,2716,2317,2941,2429,1,0,0,0,0
16,6.49337770801928,0,0,0,5,280,23,1380,1340,1450,1320,1470,1545,1315,1678,1609,1894,0,1,0,0,0
17,13.5283069672203,0,0,1,6,320,22,1970,2060,2290,1890,1890,2701,2466,2113,1635,1711,0,0,0,0,0
18,3.56754426081519,0,0,0,2,880,12,1930,2190,2100,1820,1700,1896,1601,1023,1066,1534,0,1,0,0,0
19,16.4593193118208,0,0,0,3,480,16,1330,1350,1330,1390,1440,1112,1505,1226,1194,1488,0,0,0,0,0
20,9.33301761462434,0,0,0,3,560,16,1500,1520,1670,1460,1470,1836,2071,1825,1721,1809,0,0,0,0,0
21,6.04153555867566,0,0,0,8,200,15,1470,1500,1210,1200,1300,1490,1311,1608,1109,1079,0,0,0,0,0
22,12.9431417473936,0,0,0,3,480,15,1400,1360,1410,1440,1470,1792,1456,1638,1829,2096,0,1,0,0,0
23,10.3561469457252,0,0,0,3,480,20,1360,1410,1390,1340,1260,1240,1319,1663,1495,1175,0,0,0,0,0
24,7.87041646724196,0,0,0,5,360,22,1670,1680,1640,1670,1690,1884,1609,1429,1504,1743,0,0,0,0,0
25,12.8661788636311,0,0,0,4,360,22,1620,1820,1470,1340,1280,1718,1645,1526,1712,1354,0,0,0,0,0
26,5.4862057060593,0,0,1,2,1480,26,3050,2920,3080,2950,2790,2449,2864,2181,2715,2994,0,0,0,0,0
27,11.9515082355826,0,0,0,3,560,26,1550,1630,1640,1710,1610,1677,1708,1392,1495,1375,0,0,0,0,0
28,9.0359897512906,0,1,0,4,840,25,3350,3360,3240,3260,3220,3845,3387,3806,3906,3163,0,1,0,1,0
29,8.57330219868876,0,0,0,4,360,14,1440,1370,1270,1250,1220,754,1355,1415,1314,846,0,0,0,0,0
30,8.18750193177378,0,0,1,7,400,24,2810,2790,2730,2840,2730,3142,2440,2282,2627,3183,0,0,0,0,0
31,10.5240338951576,0,0,0,4,440,26,1600,1690,1750,1660,1700,1203,1570,1291,1443,1375,0,0,0,0,0
32,16.1196599262645,0,0,1,3,640,22,1850,1720,1550,1570,1790,2030,2230,2362,1969,1547,0,1,0,0,0
33,11.5432079493052,0,0,1,5,600,23,2640,2510,2760,2830,2910,2598,2177,2213,2331,2627,0,0,0,1,0
34,13.4635394288782,0,0,0,1,1240,16,1730,1390,1540,1220,1240,1343,1253,1159,1185,1438,0,0,0,0,0
35,12.407021280355,0,1,0,7,560,28,3640,3690,3650,3640,3480,3496,3702,3713,3505,3391,0,0,0,1,0
36,8.46550974931704,0,0,0,2,760,20,1560,1510,1540,1390,1750,1959,1733,1430,1666,1763,0,0,0,0,0
37,9.37638848682915,0,0,0,4,360,30,1340,1360,1380,1330,1420,1659,1321,1267,1501,1898,0,0,0,0,0
38,11.5964339133053,0,0,1,0,0,15,2830,2910,2910,2840,2940,2487,2510,2909,3134,3028,0,0,0,0,0
39,8.22593812034601,0,1,0,0,0,23,2930,3020,2870,2820,2850,3136,3146,3013,2855,2861,1,0,0,1,0
40,6.9484189395785,0,0,0,2,1080,20,2150,2070,2070,2180,2060,1781,2269,1799,1764,2159,0,0,0,0,0
41,7.41499692299112,0,0,0,8,240,26,1760,1780,1780,1620,1700,1992,2165,1230,794,871,0,0,0,0,0
42,14.409774078854,0,0,1,2,1480,17,2850,2960,3050,2830,2820,3374,2876,2251,2445,2672,1,0,0,0,0
43,13.7227527734399,0,0,0,3,520,21,1680,1810,1730,1530,1460,2079,2058,1436,1600,1607,0,0,0,0,0
44,9.286947670123,0,0,0,4,440,29,1720,1810,1740,1730,1750,1416,1432,1499,1899,1799,0,1,0,0,0
45,12.3975340673294,0,0,0,6,320,14,1850,1790,1840,1820,1760,1501,1243,1931,2416,1737,0,1,0,0,0
46,11.0944105418304,0,0,0,3,480,17,1300,1380,1350,1350,1340,661,921,668,888,1262,0,0,0,0,0
47,8.01751778371027,0,0,0,4,560,16,2180,2070,2110,2070,2000,1619,2106,1874,2197,1647,0,0,0,0,0
48,8.67952936916697,0,0,0,2,720,20,1240,1290,1310,1390,1390,837,967,1241,1558,1725,0,1,0,0,0
49,10.0928361812092,0,0,0,2,680,16,1450,1300,1260,1190,1300,1422,1764,1316,1115,829,0,0,0,0,0
50,11.0640562519874,0,1,0,4,880,22,3350,3450,3400,3350,3440,3094,2855,3175,3435,3466,0,0,0,1,0
51,13.0071760535225,0,0,1,3,1040,23,2830,2840,3010,2850,2820,2446,2300,2728,2754,2857,0,0,0,1,0
52,9.44464354186281,0,0,0,6,400,22,2060,2170,2190,2040,2170,2407,1941,1913,1694,1890,0,1,0,0,0
53,12.5668569489431,0,1,0,6,520,23,2920,2820,2920,2930,2880,2686,3077,2950,3619,2969,0,0,0,1,0
54,11.9458712508183,0,0,0,2,880,23,2030,1960,1700,1940,2090,1573,1988,1935,1683,2018,1,0,0,0,0
55,10.994121427492,0,0,0,2,920,19,1720,1790,1740,1750,1780,2690,2154,1628,1297,1548,0,0,0,0,0
56,9.04303989965896,0,0,0,1,1320,14,1300,1140,1200,1320,1250,1195,1195,1037,1348,1282,0,0,0,0,0
57,12.8450378093451,0,0,1,2,1000,20,1980,2000,2090,1960,2000,2526,2486,1688,1751,1748,0,0,0,1,1
58,6.79056904472475,0,0,0,5,280,23,1370,1310,1330,1260,1270,760,1094,1263,1480,1686,0,0,0,0,0
59,13.359409095111,0,0,0,8,240,16,1600,1770,1820,1730,1570,1061,1214,2010,1953,1294,0,0,0,0,0
60,13.9646913289674,0,0,0,3,360,26,1380,1070,1280,1310,1280,1377,1166,1289,1930,1790,0,0,0,0,0
61,4.43650246615386,0,0,0,4,360,14,1390,1400,1370,1370,1230,908,999,1448,2114,1806,0,0,0,0,0
62,14.2384318581237,0,0,0,3,560,19,1680,1650,1570,1660,1690,1691,1531,1590,2122,2236,0,0,0,0,0
63,8.6811471929236,0,0,0,4,360,14,1210,1240,1350,1000,1210,1603,1429,1098,491,342,0,0,0,0,0
64,10.2513245212731,0,0,0,2,840,20,1730,1890,1790,1670,1640,1657,1407,1532,1614,1984,0,0,0,0,0
65,9.79135001098397,0,0,1,3,920,29,3890,2580,3170,2760,2730,2808,2783,2091,2387,2365,0,0,0,0,0
66,10.2072557009449,0,0,0,5,320,17,1440,1560,1580,1590,1820,1936,2278,2039,1842,1770,0,0,0,0,0
67,11.7671697360012,0,0,0,1,1600,28,1800,1660,1430,1580,1700,1455,1442,1292,1156,1701,0,0,0,0,0
68,11.6972436661518,0,0,0,4,440,11,1240,1410,1480,1630,1290,1652,1275,1248,944,860,0,0,0,0,0
69,12.6659965110105,0,0,0,4,400,19,1790,1460,1480,1630,1710,1213,1547,2416,1797,2132,0,0,0,0,0
70,9.53737371304724,0,0,0,7,200,17,1240,1230,1160,1280,1420,1251,1460,1445,1991,1912,0,0,0,0,0
71,14.8784091712914,0,0,0,5,280,17,1580,1270,1390,1350,1520,868,756,742,1349,1733,0,0,0,0,0
72,15.8866797772294,0,1,0,2,1720,21,3260,3430,3390,3410,3350,3735,3620,3558,3229,3742,0,0,0,1,0
73,9.01588481033574,0,0,0,6,240,17,1280,1240,1320,1290,1430,1554,1321,974,1073,1284,0,0,0,0,1
74,9.67290748405513,0,0,0,5,280,14,1220,1430,1290,1270,1290,1762,879,872,1162,1223,0,0,0,0,0
75,8.92484158854987,0,0,1,6,440,19,2490,2470,2300,2140,2260,2336,2292,2351,2391,2082,0,0,0,1,0
76,11.4740802586767,0,0,0,7,200,23,1360,1410,1390,1500,1340,1466,1313,1174,1296,1371,0,0,0,0,0
77,7.9930691503022,0,0,0,5,440,25,1450,1570,2010,1380,1270,1320,1499,1892,1457,1629,0,0,0,0,0
78,9.71979959889454,0,0,0,5,440,17,2010,1980,2120,2090,2190,1922,1701,1819,2137,1763,0,1,0,0,0
79,13.2060244487429,0,0,0,8,200,19,1320,1410,1440,1340,1420,1664,1787,1812,1567,1372,0,0,0,0,0
